Image Name,Score
Aphid_40_dd_lowspeed_halfsubmerged_frame_5.jpg,4.5712
Aphid_40_dd_lowspeed_halfsubmerged_frame_6.jpg,4.7198
Aphid_40_dd_lowspeed_halfsubmerged_frame_7.jpg,4.8181
Aphid_40_dd_lowspeed_halfsubmerged_frame_8.jpg,4.8640
Aphid_40_dd_lowspeed_halfsubmerged_frame_9.jpg,5.1211
Aphid_40_otherinsects_10_frame_1.jpg,5.8281
Aphid_40_otherinsects_10_frame_10.jpg,5.5650
Aphid_40_otherinsects_10_frame_11.jpg,5.2868
Aphid_40_otherinsects_10_frame_12.jpg,5.4423
Aphid_40_otherinsects_10_frame_13.jpg,4.8952
Aphid_40_otherinsects_10_frame_14.jpg,5.0898
Aphid_40_otherinsects_10_frame_15.jpg,5.2566
Aphid_40_otherinsects_10_frame_16.jpg,5.0312
Aphid_40_otherinsects_10_frame_17.jpg,5.0049
Aphid_40_otherinsects_10_frame_18.jpg,4.9984
Aphid_40_otherinsects_10_frame_19.jpg,4.9808
Aphid_40_otherinsects_10_frame_2.jpg,5.0730
Aphid_40_otherinsects_10_frame_20.jpg,5.1728
Aphid_40_otherinsects_10_frame_21.jpg,4.9901
Aphid_40_otherinsects_10_frame_22.jpg,4.9295
Aphid_40_otherinsects_10_frame_23.jpg,4.9018
Aphid_40_otherinsects_10_frame_24.jpg,5.0710
Aphid_40_otherinsects_10_frame_25.jpg,4.9280
Aphid_40_otherinsects_10_frame_26.jpg,4.9477
Aphid_40_otherinsects_10_frame_3.jpg,5.1848
Aphid_40_otherinsects_10_frame_4.jpg,5.0968
Aphid_40_otherinsects_10_frame_5.jpg,5.3161
Aphid_40_otherinsects_10_frame_6.jpg,5.2048
Aphid_40_otherinsects_10_frame_7.jpg,5.0812
Aphid_40_otherinsects_10_frame_8.jpg,5.0642
Aphid_40_otherinsects_10_frame_9.jpg,5.4207
Aphid_40_otherinsects_20_frame_1.jpg,5.1327
Aphid_40_otherinsects_20_frame_10.jpg,5.0239
Aphid_40_otherinsects_20_frame_11.jpg,5.4140
Aphid_40_otherinsects_20_frame_12.jpg,5.1450
Aphid_40_otherinsects_20_frame_13.jpg,5.2769
Aphid_40_otherinsects_20_frame_14.jpg,5.2394
Aphid_40_otherinsects_20_frame_15.jpg,4.9895
Aphid_40_otherinsects_20_frame_16.jpg,4.9250
Aphid_40_otherinsects_20_frame_17.jpg,4.8865
Aphid_40_otherinsects_20_frame_18.jpg,4.7993
Aphid_40_otherinsects_20_frame_19.jpg,4.7306
Aphid_40_otherinsects_20_frame_2.jpg,4.8422
Aphid_40_otherinsects_20_frame_20.jpg,4.7429
Aphid_40_otherinsects_20_frame_21.jpg,4.7457
Aphid_40_otherinsects_20_frame_22.jpg,4.7226
Aphid_40_otherinsects_20_frame_23.jpg,4.7133
Aphid_40_otherinsects_20_frame_24.jpg,4.7091
Aphid_40_otherinsects_20_frame_25.jpg,4.8853
Aphid_40_otherinsects_20_frame_26.jpg,4.6312
Aphid_40_otherinsects_20_frame_3.jpg,4.6873
Aphid_40_otherinsects_20_frame_4.jpg,4.6739
Aphid_40_otherinsects_20_frame_5.jpg,5.0342
Aphid_40_otherinsects_20_frame_6.jpg,4.9098
Aphid_40_otherinsects_20_frame_7.jpg,4.6442
Aphid_40_otherinsects_20_frame_8.jpg,4.7721
Aphid_40_otherinsects_20_frame_9.jpg,5.1660
Aphid_40_otherinsects_30_frame_1.jpg,5.0078
Aphid_40_otherinsects_30_frame_10.jpg,5.3225
Aphid_40_otherinsects_30_frame_11.jpg,5.0829
Aphid_40_otherinsects_30_frame_12.jpg,5.0964
Aphid_40_otherinsects_30_frame_13.jpg,4.9926
Aphid_40_otherinsects_30_frame_14.jpg,4.9508
Aphid_40_otherinsects_30_frame_15.jpg,4.9521
Aphid_40_otherinsects_30_frame_16.jpg,4.7918
Aphid_40_otherinsects_30_frame_17.jpg,4.7362
Aphid_40_otherinsects_30_frame_18.jpg,4.5345
Aphid_40_otherinsects_30_frame_19.jpg,4.7034
Aphid_40_otherinsects_30_frame_2.jpg,4.8137
Aphid_40_otherinsects_30_frame_20.jpg,4.6376
