               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.021705,             0.05635,          3.3691e-08,             0.96451,             0.92037,               0.977,             0.70514,            0.017206,            0.047838,          3.3902e-08,            0.007855,            0.007855,            0.007855
                 132,            0.021871,            0.054331,          3.3661e-08,             0.96044,             0.91878,             0.97316,             0.69304,             0.01749,            0.049169,           3.381e-08,           0.0078385,           0.0078385,           0.0078385
                 133,              0.0212,            0.050932,          3.3534e-08,             0.97239,             0.91192,             0.97459,             0.70097,            0.017254,            0.048687,          3.3728e-08,            0.007822,            0.007822,            0.007822
                 134,            0.022386,            0.055876,          3.3565e-08,             0.97474,             0.91434,             0.97244,             0.69066,            0.017685,             0.04885,          3.3692e-08,           0.0078055,           0.0078055,           0.0078055
                 135,            0.023622,            0.055561,          3.3608e-08,             0.96778,             0.91235,             0.97468,             0.68612,            0.017515,            0.049569,          3.3769e-08,            0.007789,            0.007789,            0.007789
                 136,            0.023132,            0.059049,          3.3665e-08,             0.96432,             0.91036,             0.96568,             0.68419,            0.018079,            0.050477,          3.3794e-08,           0.0077725,           0.0077725,           0.0077725
                 137,            0.021807,            0.057292,          3.3588e-08,             0.96252,             0.92094,             0.96805,             0.70103,            0.017403,            0.049103,           3.371e-08,            0.007756,            0.007756,            0.007756
                 138,            0.023032,            0.056778,          3.3469e-08,             0.95441,             0.91749,             0.96989,             0.67899,            0.018255,             0.05067,          3.3603e-08,           0.0077395,           0.0077395,           0.0077395
                 139,            0.023027,            0.055751,          3.3439e-08,             0.96413,             0.91027,             0.97142,             0.68011,            0.018018,            0.050532,          3.3661e-08,            0.007723,            0.007723,            0.007723
                 140,            0.022707,            0.057507,          3.3483e-08,             0.96233,             0.91036,             0.97041,             0.69096,            0.017584,            0.051554,          3.3622e-08,           0.0077065,           0.0077065,           0.0077065
                 141,            0.022251,            0.056089,          3.3457e-08,             0.95973,             0.90191,             0.97237,             0.69495,            0.017247,            0.049206,          3.3606e-08,             0.00769,             0.00769,             0.00769
                 142,             0.02295,            0.055045,          3.3369e-08,             0.96392,             0.90467,             0.97007,             0.69318,            0.017249,            0.050276,          3.3441e-08,           0.0076735,           0.0076735,           0.0076735
                 143,            0.021089,            0.048719,          3.3414e-08,              0.9604,             0.90637,             0.97046,             0.67904,            0.017826,            0.052283,          3.3612e-08,            0.007657,            0.007657,            0.007657
                 144,            0.021805,            0.054451,          3.3514e-08,             0.95802,             0.90837,             0.97283,             0.69857,            0.017249,            0.051229,           3.371e-08,           0.0076405,           0.0076405,           0.0076405
